conditionCode,conditionName,applicable_gender,pediatric_assessment,presentingComplaint1,presentingComplaint2,presentingComplaint3,presentingComplaint4,presentingComplaint5,presentingComplaint6,presentingPart1,presentingPart2,presentingPart3,presentingPart4,presentingPart5,presentingPart6,assessmentQuery1,assessmentQuery2,assessmentQuery3,assessmentQuery4,assessmentQuery5,assessmentQuery6,assessmentQuery7,assessmentQuery8,source,auxilliaryQuery1,auxilliaryQuery2,auxilliaryQuery3,prevalence_DecisionWeight
C495,Vaginismus,All,FALSE,Tightening around vagina,Pain or Discomfort during sexual activity,Fear related to sexual activity,Avoiding of sexual activity,Negative effect on relationship.,,Vagina,NIL,NIL,NIL,NIL,,"Have you experienced any pain or discomfort with penetration into vagina, such as during sexual activity?",Do you feel tightening of the muscles around the vagin during sexual  activity (penetration)?,Do you feel anxious or fearful about sexual activity or  penetration into vagina?,Have you noticed any changes in your sexual desire or satisfaction?,"Have  these problems affected your relationships, self-esteem, and overall quality of life?",NIL,NIL ,NIL,,,,,
C496,Heart Failure,All,FALSE,Shortness of breath,Weakness,"Swelling in the legs, feet, abdomen.",Cough ,Fast or irregular heart beat,,Heart,Legs,Chest,NIL,NIL,,"Since when have you experienced any of symptoms such as shortness of breath, Weakness,  swelling or chest pain?",Have your symptoms got worse over time?,Does anyone else in your family have same problems?,Are you able to perform your daily activities or exercise without any problem?,Have you ever been hospitalized for any heart problem!,Are you able to climb the stairs on your own?,Do your shoes feel more tight than usual?,NIL,,,,,
C497,Infective Endocarditis,All,FALSE,Fever / Chills,Weakness,Shortness of breath,Painless red spots on palms and soles,Reddish brown lines under nails,,Heart ,Chest,Heart Valves,Lungs,Brain,,Since when do you have a fever?,Have you noticed any changes in your heart rhythm or heard any unusual heart sound,Have you had any recent procedures or surgeries involving your teeth?,Have you had any recent infections or illnesses?,"Have you ever suffered from disease such as skin infection, sexual infection ?",Have you recently be injected with any medicine?,Do you have a history of heart disease?,NIL,,,,,
C498,Mitral Regurgitation,All,FALSE,Shortness of breath,Weakness,Fast Heartbeat,"Swelling in the legs, feet, abdomen.",Cough ,,Heart ,Chest,Heart Valves,Lungs,NIL,,"Since when have you experienced any symptoms such as shortness of breath, Weakness, Fast heartbeat, or swelling?",Have your symptoms got worse over time?,Have you undergone any surgery involving your chest or heart?,Does anyone else in your family have same problems?,Are you able to perform your daily activities or exercise without any problem?,Are you currently taking any medications for any long term disease?,NIL ,NIL,,,,,
C499,Mitral Stenosis,All,FALSE,Shortness of breath,Weakness,Fast Heartbeat,Cough ,Stroke,,Heart ,Chest,Heart Valves,Lungs,NIL,,"Since when have you experienced any  of these symptoms such as shortness of breath, weakness, fast heart beat or chest pain?",Have your symptoms got worse over time?,Have you undergone any surgery involving your chest or heart?,Does anyone else in your family have same problems?,Are you able to perform your daily activities or exercise without any problem?,Are you currently taking any medications for any long term disease?,NIL ,NIL,,,,,
C500,Orthostatic Hypotension,All,FALSE,Spinning of head upon standing,Fainting episodes when standing,Decreased ability to see,Weakness,Chest pain,,Cardiovascular System,Central Nervous system,NIL,NIL,NIL,,"Do you experience symptoms such as , lightheadedness, or fainting when standing up from lying down or sitting positions?","How long have you had these symptoms, and have they been getting worse over time?",Do you feel you can't see properly or cannot concentrate when you get up?,Have you ever suffered from any disease of the brain?,Do you take any medications for long time?,NIL ,NIL ,NIL,,,,,
C501,Atrial Fibrillation,All,FALSE,Fast Heartbeat,Weakness,Shortness of breath,Chest pain,Dizziness or Lightheadedness,,Heart ,Chest,NIL,NIL,NIL,,"Have you experienced any symptoms such as fast heartbeat, weakness, shortness of breath or chest pain?","How long have you had these symptoms, and have they been getting worse over time?",Do you have a family history of heart disease?,Have your recently had any procedure or surgery involving your heart?,Are you able to talk properly and complete sentences?,Are you currently taking any medications?,NIL,NIL,,,,,
C502,Superior Vena Cava syndrome,All,FALSE,"Swelling in the face, neck, or upper body",Difficulty breathing when lying down.,Visible veins on chest.,Weight loss,Cough,,Superior vena cava,Chest,Face,Respiratory system,NIL,,"Have you noticed any swelling or fullness in your face, neck, or upper body?","Do you experience difficulty breathing, especially when lying down or bending forward?","Have you experienced any headaches, dizziness, or lightheadedness?",Do you have a history of cancer or recent chemotherapy treatments?,"Are you experiencing any other symptoms, such as cough, chest pain, or unexplained weight loss?",Are you currently taking any medications or undergoing any treatments for your symptoms?,NIL,NIL,,,,,
C503,Depression in children,All,FALSE,Sadness,Loss of interest,Changes in weight or hunger,unable to sleep,weakness,,Central Nervous system,NIL,NIL,NIL,NIL,,Have you noticed any changes in your child's mood or behavior?,"How long have these changes been going on, and have they been getting worse over time?",Have you noticed any changes in your child's appetite or eating habits?,"Does your child have difficulty falling asleep or staying asleep, or do they sleep more than usual?",Does your child complain of stomach pain or headache on a regular basis?,Has your child lost interest in activities they once enjoyed?,"Have there been any significant stress or changes in your child's life recently, such as family conflict, school problems, or loss of a loved one?",NIL,,,,,
C504,Autism Spectrum Disorder(in children),All,FALSE,"Difficulty with eye contact, actions and understanding",Continuous hand flapping,Difficulty in changing routine,Delay in walking\talking,Focus on a single thing,,Central Nervous system,NIL,NIL,NIL,NIL,,"Have you noticed any delays or difficulties in your child's social communication skills, such as making eye contact, responding to their name, or engaging in conversations?","Does your child have any repetitive behaviors or particular interests, such as lining up toys, repeating words or phrases?",Does your child have difficulty if the daily routine is changed?,Have you noticed any delays or difficulties in your child's speech and language development(ability to talk),Was the child previously able to speak and now lost that ability?,"Have there been any concerns raised by teachers, caregivers, or other family members about your child's development or behavior?",Does your child stay indoors all the time?,NIL,,,,,
C505,Seborrhoeic Dermatitis,All,FALSE,Redness of the skin,Oily appearance of skin,Itching or burning sensation,Dandruff(Hair or Eyebrows),Rash on Skin,,Skin,Scalp,Face,Ears,Upper back,,"Have you noticed any redness, or itching on your skin, especially on your head, face, or other oily areas?","How long have you had these symptoms, and have they been getting worse over time?",Have you noticed dandruff on hair or eyebrows?,Are you currently using any skincare products or cosmetics ,"Have you tried any over-the-counter treatments or home remedies for your symptoms, and if so, did they provide any relief?",Do you have any other medical conditions or take any medications?,"Do you have a history of skin conditions such as eczema, psoriasis, or fungal infections?",NIL,,,,,
C506,Rectal Prolapse,All,FALSE,Bulge or mass coming out of anus,Difficulty while passing stools,Bleeding from anus,Pain or discomfort while sitting,NIL,,Rectum,Anus,NIL,NIL,NIL,,Have you noticed any bulging or something coming out from your anus?,"How long have you had these symptoms, and have they been getting worse over time?",Have you noticed any bleeding from the anus?,Do you experience any pain or discomfort while passing stools or with sitting?,"Have you ever been diagnosed with any conditions affecting your rectum or anus, such as piles or inflammatory bowel disease?",Have you had any previous surgeries or procedures involving your rectum?,Are you currently taking any medications or undergoing any treatments for your symptoms?,NIL,,,,,
C507,Uterine Prolapse,All,FALSE,Heaviness in lower abdomen or vagina,Visible bulge coming out of vagina,Unable to Pee properly,Constipation or Difficulty while passing stools,,,Discomfort during sexual activity,Uterus,Vagina,NIL,NIL,,Since when have you noticed pressure or heaviness in your lower belly or vagina?,"Do you feel a bulge or something coming out from your vagina, especially when standing or bearing down?",Do you have any difficulty while passing stools?,Have you noticed any changes in your sexual function or discomfort during sexual activity?,"How long have you had these symptoms, and have they been getting worse over time?","Do your symptoms worsen with activities such as standing, lifting, or bearing down?","Have you had any previous pregnancies, deliveries, or surgeries in this area?",NIL,,,,,
C508,Alopecia Areata,All,FALSE,Sudden hair fall,Patches of Baldness on head,Hair fall and regrowth previously,Loss of eyebrows\eyelashes,Patches of Hair loss in Beard,,Scalp,Eyebrows,Eyelash,Beard,NIL,,Have you noticed any sudden patches of hair loss on your head or elsewhere on your body?,"How long have you had these patches of hair loss, and have they been getting larger or spreading to other areas?",Do you have a personal or family history  of such problems?,Have you experienced any stress or significant life events around the time your hair loss began?,"Have you tried any over-the-counter or home remedies to treat your hair loss, and if so, did they help?","Have you noticed any changes in your nails, such as pitting or ridges?",Have you had any previous episodes of hair loss and regrowth?,NIL,,,,,
C509,Medulloblastoma,All,FALSE,Headache,Nausea Vomiting,Balance Problems,Vision Changes,Confusion,,Brain,Cerebellum,Spinal Cord,NIL,NIL,,"Have you been experiencing frequent or continuous headaches, especially in the morning or associated with vomiting?","Have you noticed any changes in your balance, coordination, or ability to walk?",Have you had any recent falls or accidents?,Have you experienced any unexplained weight loss or weakness?,Do you have a family history of cancer?,Have you noticed any changes in your behaviour?,Are you able to perform all your daily work without help?,NIL,,,,,
C510,Non-Hodgkin's lymphoma,All,FALSE,"Painless Swelling (Neck, Armpits or Groin)",Weakness,Weight loss,Itching of whole body,Fever\Chills,,Lymph node,Spleen,Bone marrow,Blood,NIL,,"Have you noticed any lumps or swellings in your neck, armpits, or groin and how long have they been present?",Do you experience any unexplained  weakness or weight loss?,"Have you experienced any coughing, shortness of breath, or chest pain?","Have you had any symptoms, such as abdominal pain, nausea or vomiting?","Have you noticed any skin changes, such as rashes, itching, or unusual spots?",Does anyone else in the family have such symptoms ?,Do you take any medications or have been previously diagnosed with a long term illness?,NIL,,,,,
C512,UTI (Urinary Tract Infections in Females),All,FALSE,Burning urination,Increased Urinary frequency & urgency,Lower abdominal discomfort,Fever,Flank pain,,Flank,Lower abdomen,costovertebral angle ,NIL,NIL,,Since when you have these symptoms?,"Do you have any other symptoms like Blood in urine, vaginal discharge , weakness ?",Did you have any unprotected sex recently ?,Is there a chance that you could be pregnant ?,Any similar complaints in the recent past ?,How would you rate your water intake?,Do you smoke or consume alcohol ?,NIL,,,,,
C513,UTI (Urinary Tract infections in Males),All,FALSE,Urgency,Increased Urinary frequency & urgency,Suprapubic pain,Hesitancy,>50 /Nocturia,,Suprapubic region,Flank pain,NIL,NIL,NIL,,Since when you have these symptoms?,"Do you have any other symptoms like Blood in urine, Fever, PeNILe discharge, sores or lesions on penis?",Any recent history of unprotected intercourse?,Do you have any history of Benign Prostatic Hyperplasia( BPH),Alcohol and smoking history,Recent hospitalisation history,NIL,NIL,,,,,
C514,COPD,All,FALSE,Chronic cough ( productive- morning ),Shortness of breath,Sputum,Chest tightness,Pursed-lip breathing,,Chest,NIL,NIL,NIL,NIL,,Smoking history - how many cigarettes per day and since how long?,"Any other symptoms like Blood in sputum,weight loss, muscle loss,Fatigue, Bluish discoloration of extremities?",History of DM/HTN/Asthma/CVD/Thyroid disorders,,NIL,NIL,NIL,NIL,,,,,
C516,GERD,All,FALSE,Heartburn,Reflux of acids into the mouth/sour-bitter taste in mouth,,Bad breath,Dyspepsia,,Oesophagus,Stomach,NIL,NIL,NIL,,"Do you experience any other symptoms like difficulty swallowing , Persistent dry cough at nights,Nausea, throat clearing ?",Are you taking any medications ?,Does your pain get better or worse with food ?,Does your pain get better or worse while bending ?,Any alcohol or smoking history?,Any comorbidities?,NIL ,NIL ,,,,,
C518,Pregnancy,All,FALSE,Missed period,H/o Unprotected sexual intercourse,NIL,NIL,NIL,,Uterus,NIL,NIL,NIL,NIL,,Are your cycles regular?,When was your last period?,Did you take any emergency OC pills after the unprotected intercourse ?,Any history of Thyroid disorders or PCOS or Diabetes or HTN ot Epilepsy ?,NIL ,NIL ,NIL ,NIL ,,,,,
C519,Dengue,All,FALSE,Fever,Pain behind the eye with mild movements,Headache,Backache with body pains,,,Any,NIL,NIL,NIL,NIL,,Since when you started having the fever ?,How long does the fever last for ?,"Associated symptoms - joint pains, weakness, acidity, loss of appetite, loose stools?",Any episodes of blurred vision/dizziness/loss of consciousness?,NIL ,NIL ,NIL ,NIL,,,,,
C520,Unstable Angina,All,FALSE,Sudden Chest pain,Feeling of tightness over chest,Pressure/tightness behind the sternum,Pain extending to the neck/arms/jaw,Difficulty breathing with minimal activity,,Chest,Retrosternal region,Abdomen,NIL,NIL,,"Based on your symptoms, I need to determine if you need immediate medical attention. Are you currently experiencing any chest pain, or have you had chest pain within the last 12 hours?",Can you describe the nature and duration of your chest pain? ( Continuous/intermittent -- Severe/mild---A few seconds/minutes/hours),Which activities do you think are worsening the pain?-- Lying down/physical activity/walking/climbing stairs/Eating/bending over/Deep Breaths/Cough ?,Does your pain relieve with any of these symptoms ?- Rest/sitting/lying down/eating,Add any other associated symptoms,When did you first notice the pain ?-- recent travel/recent hospitalisation/recent surgeries/Physical activity,Any past history of CAD/HTN/IHD ?,NIL,,,,,
C521,Bronchial asthma,All,FALSE, breathlessness,cough,whistling sounds while breathing (wheezing),chest tightness ,sputum,, lungs ,heart,chest,NIL,NIL,,if patient can complete one sentence in one breath,history of allergy/ allergen exposure,tachycardia / loud polyphonic rhonchi,history of smoking ( d/d COPD ),nocturnal awakenings,exercise,viral infections,NIL,,,,,
C522,Intrahepatic Cholestasis of Pregnancy,All,FALSE,"Intense itching, often worse at night",Dark coloured urine,Yellowing of the skin and eyes,Fatigue,Pale stool,,Skin,All,NIL,NIL,NIL,,"When did the itching start, and how has it progressed?",Is the itching accompanied by a rash?,How long have you been pregnant?,Have you experienced these symptoms in a previous pregnancy?,Do you consume pain killing medications like paracetamol multiple times in one week?,NIL,NIL,NIL,,,,,
C523,Psychogenic Non-epileptic Seizures,All,FALSE,Occurrence of seizures in specific situations,Lack of response to anti-epileptic drugs,NIL,NIL,NIL,,All,NIL,NIL,NIL,NIL,,Since how long have you been experiencing these symptoms?,Have you received any medication for your symptoms in the past?,"Have you experienced significant stress, trauma, or emotional difficulties recently or before the onset of your symptoms?",Did your symptoms begin after some particular trauma causing incident?,"Are you currently receiving treatment for any mental health conditions, or have you in the past?",Are you able to recall the memory of you experiencing a seizure?,Do you experience confusion after gaining consciousness after experiencing an episode of a seizure?,NIL,,,,,
C524,Reye's Syndrome,All,FALSE, confusion,seizures,loss of consciousness,Vomiting,jaundice ,,Brain ,Liver,Abdomen,Head,All,,"Have you been sick in the recent few weeks, and experienced flu like symptoms like fever?",Did you use aspirin to treat the symptoms of you recent flu?,Are there any symptoms of vomiting without a known cause?,"Have there been any symptoms, such as easy bruising or bleeding?","Has there been a rapid progression of symptoms, particularly changes in your behaviour?","Did you observe and changes in the colour of your skin or white part of the eye, following a few days of recovering from your past flu like illness?",Is there any history of metabolic disorders in the family?,NIL,,,,,
C525,Erectile Dysfunction,All,FALSE,Difficulty achieving an erection,Difficulty maintaining an erection,Reduced sexual desire,NIL,NIL,,Penis,NIL,NIL,NIL,NIL,,"Do you have any chronic health conditions, such as diabetes, heart disease, or hypertension?","Have you experienced any significant stress, anxiety, depression, or relationship issues recently?",Have you noticed any changes in your libido or sexual desire?,Do you experience erections during sleep or upon waking?,Have you been experiencing a stress to conceive with a baby?,Did your symptoms begin after some incident which caused you severe emotional distress?,Have you experienced any trauma to your penis?,NIL,,,,,
C526,Female Infertility,All,FALSE,Inability to conceive after one year of trying,Irregular or absent menstrual cycles,Painful periods,History of miscarriages,NIL,,Reproductive system,NIL,NIL,NIL,NIL,,"How long have you been trying to conceive, and have you used any methods to track ovulation?",Have you had any previous pregnancies?,Have you gotten a abortion in the past through done by a doctor?,Do you have regular menstrual cycles?,"Have you experienced any pelvic pain, especially during menstruation?","Do you use tobacco, alcohol, or recreational drugs?",Are there any known genetic or chronic health conditions that might affect your fertility? like PCOS or Thyroid disorders,NIL,,,,,
C528,HPV Infection,All,FALSE,"Appearance of warts on the genital area, anus, mouth, or throat",NIL,NIL,NIL,NIL,,Groin,anus,mouth,throat,NIL,,"Have you noticed any warts or unusual growths on your genital area, anus, mouth, or throat?",When was your last Pap smear?,Do you use protection during sexual activities?,Have you had multiple sex partners?,Did you start having sex at an early age?,did your symptoms get better upon using antibiotics?,Do you consistently use barrier method of contraception (like condoms)during intercourse?,NIL,,,,,
C529,Male infertility,All,FALSE,Failure to conceive a child, reduced sexual desire,Swelling or discomfort in the testicle,Reduced facial or body hair or other signs,Difficulty in maintaining an erection,,Penis,Testicles,NIL,NIL,NIL,,How long have you and your partner been trying to conceive without success?,"Do you track the date of ovulation, and try to copulate during that time consistently?",Have you been diagnosed with erectile dysfunction?,"Have you experienced any symptoms such as pain, discomfort, or swelling in the testicular area?",Have you previously fathered any children or had a pregnancy with any partner?,Have you been experiencing a stress to conceive with a baby?,Have you noticed any changes in your libido or sexual desire?,NIL,,,,,
C530,Optic neuritis,All,FALSE,Sudden loss of vision in one eye,Pain with eye movement,Diminished color vision or color desaturation,Flashing lights when moving the eyes,A blind spot or areas of decreased vision in the visual field,,Eyes,NIL,NIL,NIL,NIL,,Did the vision loss occur suddenly or gradually?,Do you experience pain when moving your eyes?,Have you had any recent infections or vaccinations?,"Have you experienced any symptoms like numbness, tingling, or muscle weakness? (indicative of multiple sclerosis)",Do you have any known autoimmune disorders?,"Are you taking any medications such as antibiotics like, chloramphenicol?",NIL,NIL,,,,,
C531,Tennis Elbow,All,FALSE,Pain and tenderness on the outside of the elbow,"Pain worsens with activities such as, turning a doorknob, holding a racket, or lifting objects",difficulty with gripping objects,Morning stiffness in the elbow,NIL,,Elbow,forearm,wrist,NIL,NIL,,Since how long have you been experiencing these symptoms?,Have you experienced any trauma or injury to the elbow?,Have you noticed any weakness in your grip or difficulty performing specific tasks?,Are there specific movements or positions that trigger your elbow pain? (Pain triggered by wrist extension or forearm supination- Such as holding a racket),Have you experienced similar symptoms in the past,"Have you tried any treatments (such as Paracetamol, icing the elbow and resting) and have they provided relief?",NIL,NIL,,,,,
C532,Thunderclap Headaches,All,FALSE,"Sudden, severe headache that peaks within seconds to minutes, often described as the worst headache of one's life.","nausea, vomiting",sensitivity to light and sound,seizures,loss of consciousness,,Head,NIL,NIL,NIL,NIL,,Since how long have you been experiencing these symptoms?,Have you experienced this type of headache before?,"Are there any other symptoms that accompanied the headache? (Visual disturbances, dizziness)","Have you had any recent head trauma, exertion, or sexual activity that might have triggered the headache?",Do you have a history of high blood pressure or vascular problems?,"Have you engaged in any activities that could have resulted in a sudden increase in intracranial pressure, such as heavy lifting?","Have you used any substances or medications recently that could contribute to headache, such as illicit drugs or vasoactive substances?",NIL,,,,,
C533,Tinea Pedis,All,FALSE,"Itching, especially between the toes",Scaling and peeling skin on the feet,Redness and inflammation ,Cracking of skin,NIL,,Feet skin,toe skin,NIL,NIL,NIL,,Is the itching worse during any particular time?,Has anyone else in your household experienced similar symptoms?,Do you wear tight-fitting shoes or synthetic socks that might keep your feet moist?,Do you have a history of similar symptoms or recurrent episodes?,Are the symptoms present on both feet or localized to one foot?,"Have you noticed any changes in your toenails, such as discoloration or thickening?",Do you have history of any allergies?,NIL,,,,,
C534,Scabies,All,FALSE,pimple-like rash,Intense itching- becomes worse at night ," presence of burrows, tiny raised lines on the skin",thick crusts on the skin ,NIL,,Finger skin,Wrist skin,Underarm skin,genital area skin,NIL,,Since how long have you been experiencing these symptoms?,Is the itching worse during night time?,Have you noticed any linear or curved lines on your skin,"Have you recently stayed in crowded conditions, such as dormitories, nursing homes, or childcare facilities?","Do you work in healthcare or long-term care, where you might have been exposed to scabies?",Have you had any relief from the itching or rash with over-the-counter treatments?,Do you have history of any allergies?,NIL,,,,,
C535,Urticaria,All,FALSE,Itchy skin,Raised skin varying in size,NIL,NIL,NIL,,All skin,NIL,NIL,NIL,NIL,,Since how long have you been experiencing these symptoms?,How long do individual region of raised skin last before fading?,Do you have any known allergies?,Have you recently started any new medications? (such as antibiotics),"Do you experience any associated symptoms, such as difficulty breathing or swelling around the eyes or lips?",Are the rashes that appear itchy in nature?,NIL,NIL,,,,,
C536,Perioral Dermatitis,All,FALSE,"Rash around the mouth, which may spread to the areas around the nose and eyes","Small red bumps, which may contain pus or fluid","Skin may appear dry, flaky, or scaly",Mild itching or burning sensation in the affected area,NIL,,Facce,NIL,NIL,NIL,NIL,,Since how long have you been experiencing these symptoms?,Do you use topical corticosteroids on your face?,Have you been diagnosed with a disease that has weakened your immune system? such as HIV/AIDS,Have you experienced similar rashes in other areas of your body?,Have you been diagnosed with any gastrointestinal issue like malabsorption syndrome in the past?,Have you recently lost a lot of weight or following a strict diet?,Do you have history of any allergies?,NIL,,,,,
C537,Androgenic Alopecia,All,FALSE,Gradual thinning of hair,receding hairline and/or bald spot- mostly seen in men,NIL,NIL,NIL,,Head,NIL,NIL,NIL,NIL,,How quickly did your hair loss progress?,Is there a family history of similar hair loss?,"Have you been under significant stress, had recent illness, or undergone major surgery?","Have you experienced any changes in your menstrual cycle, acne, or excess hair growth on your body?",Have you been diagnosed with any gastrointestinal issue like malabsorption syndrome in the past?,Have you recently lost a lot of weight or following a strict diet?,Do you feel the compulsion to pull out your hair sometimes?,NIL,,,,,
C538,Addison's Disease,All,FALSE,"Chronic, worsening fatigue that doesn't improve with rest",Unexplained weight loss and decreased appetite,Muscle weakness and joint pains,"Darkening of skin creases, scars, and lips",dizziness/ fainting,,All,NIL,NIL,NIL,NIL,,Since how long have you been experiencing these symptoms?,"Have you noticed any changes in your skin color, especially in areas not exposed to the sun?","Have you had any recent unexplained abdominal pain, nausea, or vomiting?","Do you feel dizzy or lightheaded, especially when standing up?",Do you have any other autoimmune diseases?,"Have you had any recent infections, particularly fungal infections?",Have you undergone any steroid medication treatments recently?,NIL,,,,,
C540,Alopecia Universalis,All,FALSE,Complete loss of hair on the scalp,Loss of all body hair,"Nail changes, such as pitting or roughness",NIL,NIL,,Head,All,NIL,NIL,NIL,,How quickly did your hair loss progress?,Have you had any patches of hair loss in the past that were less severe?,Have you been diagnosed with any gastrointestinal issue like malabsorption syndrome in the past?,Have you recently lost a lot of weight or following a strict diet?,Have you noticed any changes in your nails?,Have you noticed and changes in the girth of your hair?,Do you feel the compulsion to pull out your hair sometimes?,NIL,,,,,
C541,Ovarian Hyperandrogenism,All,FALSE,excessive hair growth on face,infrequent menstrual periods or Absence,Acne or oily skin ,Scalp hair thinning,difficulty conceiving,,Face,hair,All ,NIL,NIL,,Have you experienced significant weight gain or difficulty losing weight?,Have you noticed new or worsening acne in a recent few months?,Do you have a regular menstrual cycle?,Do you face so much pain during your menses that your daily life activities get affected?,Have you been facing any difficulty while trying to conceive for pregnancy?,Have you been diagnosed with diabetes in the past or have family history of it? ,Have you been diagnosed with and thyroid related disorder or have the family history of it? ,NIL,,,,,
C542,Tourette Syndrome,All,FALSE,Involuntary muscle movements,Involuntary Vocal tics,NIL,NIL,NIL,,All,NIL,NIL,NIL,NIL,,"Do you experience tics of vocal and motor nature, or just one out of the two?",Have the tics been present for more than one year?,Do you indulge in use of recreational drugs?,Have you noticed any patterns or triggers that worsen the tics?,Are there any family members with similar symptoms or have been diagnosed with Tourette Syndrome?,Do you experience any urges or sensations before a tic occurs?,"Have you been diagnosed with or treated for other related conditions like ADHD, OCD, anxiety, or depression?",NIL,,,,,
C543,Lactose Intolerance,All,FALSE,"Diarrhea, which may be bloody",Bloating and gas,Abdominal cramps and pain,nausea and vomiting,NIL,,All,NIL,NIL,NIL,NIL,,Do you experience symptoms every time you consume dairy products?,How soon after consuming dairy products do you experience symptoms?,Have you noticed if lactose-free products also trigger your symptoms?,Was there a change in your diet or health before you first noticed these symptoms?,Do any family members also have difficulty digesting dairy products?,Do you experience similar symptoms upon ingestion of any other food in particular?,Do you feel breathlessness also along with your other symptoms?,NIL,,,,,
C544,Urolithiasis ,All,FALSE,"Severe pain in the back, belly, or groin",Blood in the urine,Nausea and vomiting,"Urinary urgency, frequency, or pain during urination",Possible fever and chills ,,Penis ,Abdomen,Back,Pelvis,NIL,,Is your pain sudden in onset and does it come in waves?,"Have you noticed any changes in the color of your urine, such as it being pink, red, or brown?",Have you had similar episodes of pain in the past?,"What is your daily fluid intake, and do you consume foods high in protein?","Are you taking any supplements or medications, such as vitamin C, calcium, or antacids?","Have you been diagnosed with any medical conditions that might increase your risk of developing stones, such as hyperparathyroidism, gout?",NL,NIL,,,,,
C545,Primary infertility,All,FALSE,"Failure to conceive after one year of regular, unprotected sexual intercourse",Irregular menstrual cycles or absence of menstruation,excessive hair growth or weight gain,NIL,NIL,,Reproductive system,NIL,NIL,NIL,NIL,,Have you been using any form of contraception in the past year?,Are your menstrual cycles regular? (variation of 7-9 days normal),Does either of you currently indulge in smoking or have been for a long time in the past?,Have you had any previous surgeries in the pelvic area?,Have you had any previous pregnancies?,Is there a history of sexually transmitted infections (STIs) in either partner?,Do you have a family history of fertility issues?,NIL,,,,,
C546,Secondary Infertility,All,FALSE,"Failure to conceive after one year of regular, unprotected sexual intercourse",Irregular menstrual cycles or absence of menstruation,excessive hair growth or weight gain,NIL,NIL,,Reproductive system,NIL,NIL,NIL,NIL,,"Since your last pregnancy, have there been any significant changes in your health or lifestyle, or weight?","Have you experienced any pelvic pain, unusual vaginal bleeding, or infections?","Have either of you been exposed to environmental toxins(at your occupation) or undergone treatments that could affect fertility, such as chemotherapy?",Since your last pregnancy have you been indulging in smoking?,Have you used any form of contraception since your last child was born?,Have your menstrual cycles been regular since your last pregnancy?,Did you require any assistance from a doctor before getting your first pregnancy or did you a lot of difficulty?,NIL,,,,,
C547,Gastric carcinoma,All,FALSE,Persistent indigestion,Unintentional weight loss and loss of appetite,"Nausea and vomiting, which may include vomiting blood",Dark stools,Feeling full after eating small amounts,,Abdomen,NIL,NIL,NIL,NIL,,Have you experienced persistent or worsening stomach discomfort not relieved by over-the-counter antacids?,Have you noticed any changes in your appetite or unintentional weight loss?,Is there any family history of gastric cancer or hereditary cancer syndromes?,"Have you observed any changes in stool color, particularly black or tarry stools?","Have you experienced vomiting, and if so, was there any blood present?","Are you experiencing any symptoms of anemia, such as fatigue or shortness of breath?",Is your abdominal ache related with food? for eg does it increase or decrease upon ingestion of food or does it stay the same regardless?,NIL,,,,,
C548,Fructose/Carbohydrate Intolerance,All,FALSE,Abdominal pain and cramping after consuming foods or drinks,Bloating and excessive gas,Diarrhea or constipation,Nausea and vomiting ," hypoglycemia symptoms (e.g., sweating, shakiness, fatigue) ",,Abdomen,NIL,NIL,NIL,NIL,,"Do your symptoms improve when you avoid foods such as fruits, honey and fruit juices?","Have you noticed these symptoms after consuming something other than foods like fruits, honey?",Are your symptoms associated with the consumption of dairy products?,Are there any family members with similar dietary issues?,How soon after consuming products like fruits and honey do you experience these symptoms?,Was there a change in your diet or health before you first noticed these symptoms?,NIL,NIL,,,,,
C549,Functional Dyspepsia ,All,FALSE,discomfort or pain in the upper abdomen,Early satiety,Bloating in the upper abdomen,Lack of appetite,Nausea and Vomiting ,,Abdomen,NIL,NIL,NIL,NIL,,Have you experienced any recent weight loss without trying?,Do you have a history of using NSAIDs or aspirin frequently?,Do you experience severe acidity? (heartburn or regurgitation),Do your symptoms get better upon eating frequently instead of having long breaks between your meals?,Do your symptoms get better upon taking medications such as antacids?,Have you had family history of cancer?,Do you currently have history of smoking or drinking excessively?,NIL,,,,,
C550,Pubic Lice,All,FALSE,Itching in the genital area,Visible nits or lice on pubic hair,Mild fever ,Blue spots or small spots of blood on the skin,NIL,,Groin,NIL,NIL,NIL,NIL,,Have you noticed any tiny insects or eggs in your pubic hair?,Is the itching localized to the pubic area or more widespread?,Have you experienced itching or irritation in other body areas with coarse hair?,Have you observed any blue spots or small blood spots on your underwear or skin?,HAve you experienced breathlessness along with your symptoms?,Do you have any symptoms like mild fever or lethargy?,NIL,NIL,,,,,
C551,Syphilis,All,FALSE,Single or multiple painless ulcers,"Rash, commonly on the palms and soles",Fever,malaise,Enlarged projection under skin ( lymphadenopathy),,Groin,All,NIL,NIL,NIL,,Have you noticed any painless sores or ulcers on your body?,"Have you developed any rash, particularly on the palms of your hands or the soles of your feet?",Did the ulcer(s) heal on its own without treatment?,Have you experienced any neurological or vision changes?,Have you experienced urinary symptoms such as burning sensation while peeing?,"Have you tried using antibacterial or antifungal creams to treat your rash? if so, have your rash gotten better?",NIL,NIL,,,,,
